Line Name,cycle,is_control,number_of_grna,isoprenol,to_keep_improved,line_name_norep
PP_0815_PP_1506_PP_4120-R3,6,FALSE,3,77.3095,FALSE,PP_0815_PP_1506_PP_4120
PP_0815_PP_1506_PP_4120-R1,6,FALSE,3,74.0918,FALSE,PP_0815_PP_1506_PP_4120
PP_2112-R3,0,FALSE,1,70.22222,TRUE,PP_2112
PP_2112-R1,0,FALSE,1,69.36711,TRUE,PP_2112
PP_1610-R1,0,FALSE,1,69.2938,FALSE,PP_1610
PP_2112-R2,0,FALSE,1,67.71022,TRUE,PP_2112
PP_0001-R3,0,FALSE,1,65.72793,FALSE,PP_0001
PP_0001-R1,0,FALSE,1,63.3426,FALSE,PP_0001
PP_1251-R2,0,FALSE,1,48.94489,FALSE,PP_1251
PP_4894-R2,0,FALSE,1,48.26607,FALSE,PP_4894
PP_1251-R3,0,FALSE,1,46.63111,FALSE,PP_1251
PP_0001-R2,0,FALSE,1,45.00793,FALSE,PP_0001
PP_4012-R3,0,FALSE,1,43.97244,FALSE,PP_4012
PP_4894-R1,0,FALSE,1,43.96493,FALSE,PP_4894
PP_4894-R3,0,FALSE,1,42.33787,FALSE,PP_4894
PP_1610-R3,0,FALSE,1,41.1616,FALSE,PP_1610
PP_1251-R1,0,FALSE,1,39.24444,FALSE,PP_1251
PP_5064-R3,0,FALSE,1,31.6996,FALSE,PP_5064
PP_4012-R1,0,FALSE,1,30.17422,FALSE,PP_4012
PP_4012-R2,0,FALSE,1,29.32178,FALSE,PP_4012
PP_4119-R2,0,FALSE,1,28.24533,FALSE,PP_4119
PP_4119-R1,0,FALSE,1,26.91733,FALSE,PP_4119
PP_4120_PP_4189-R1,4,FALSE,2,25.9034,FALSE,PP_4120_PP_4189
PP_4120_PP_4189-R2,4,FALSE,2,21.8372,FALSE,PP_4120_PP_4189
PP_4120_PP_4189-R3,4,FALSE,2,16.9408,FALSE,PP_4120_PP_4189
PP_2136_PP_4189-R2,2,FALSE,2,16.7317,FALSE,PP_2136_PP_4189
PP_1610-R2,0,FALSE,1,16.47207,FALSE,PP_1610
PP_0226_PP_0897_PP_5288-R3,1,FALSE,3,10.0912,TRUE,PP_0226_PP_0897_PP_5288
PP_0751_PP_0812_PP_0815-R1,5,FALSE,3,9.1857,TRUE,PP_0751_PP_0812_PP_0815
PP_0751_PP_0812_PP_0815-R2,5,FALSE,3,7.0835,TRUE,PP_0751_PP_0812_PP_0815
PP_0751_PP_0812_PP_0815-R3,5,FALSE,3,5.5614,TRUE,PP_0751_PP_0812_PP_0815
PP_1777-R1,0,FALSE,1,0.01,FALSE,PP_1777
PP_1777-R2,0,FALSE,1,0.01,FALSE,PP_1777
PP_1777-R3,0,FALSE,1,0.01,FALSE,PP_1777
PP_3394-R1,0,FALSE,1,0.01,FALSE,PP_3394
PP_3394-R2,0,FALSE,1,0.01,FALSE,PP_3394
PP_3394-R3,0,FALSE,1,0.01,FALSE,PP_3394
PP_4119-R3,0,FALSE,1,0.01,FALSE,PP_4119
PP_4679-R1,0,FALSE,1,0.01,TRUE,PP_4679
PP_4679-R2,0,FALSE,1,0.01,TRUE,PP_4679
PP_4679-R3,0,FALSE,1,0.01,TRUE,PP_4679
PP_5064-R1,0,FALSE,1,0.01,FALSE,PP_5064
PP_5064-R2,0,FALSE,1,0.01,FALSE,PP_5064
PP_0368_PP_0815_PP_4120-R1,6,FALSE,3,0,FALSE,PP_0368_PP_0815_PP_4120
PP_0368_PP_0815_PP_4120-R2,6,FALSE,3,0,FALSE,PP_0368_PP_0815_PP_4120
PP_0368_PP_0815_PP_4120-R3,6,FALSE,3,0,FALSE,PP_0368_PP_0815_PP_4120
PP_0751_PP_0814_PP_0815_PP_1506-R1,6,FALSE,4,0,FALSE,PP_0751_PP_0814_PP_0815_PP_1506
PP_0751_PP_0814_PP_0815_PP_1506-R2,6,FALSE,4,0,FALSE,PP_0751_PP_0814_PP_0815_PP_1506
PP_0751_PP_0814_PP_0815_PP_1506-R3,6,FALSE,4,0,FALSE,PP_0751_PP_0814_PP_0815_PP_1506
PP_0813_PP_0815_PP_1506-R1,6,FALSE,3,0,FALSE,PP_0813_PP_0815_PP_1506
PP_0813_PP_0815_PP_1506-R2,6,FALSE,3,0,FALSE,PP_0813_PP_0815_PP_1506
PP_0813_PP_0815_PP_1506-R3,6,FALSE,3,0,FALSE,PP_0813_PP_0815_PP_1506
PP_1506_PP_4120-R1,6,FALSE,2,0,FALSE,PP_1506_PP_4120
PP_1506_PP_4120-R2,6,FALSE,2,0,FALSE,PP_1506_PP_4120
PP_1506_PP_4120-R3,6,FALSE,2,0,FALSE,PP_1506_PP_4120
